title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations
Eden no Hana,308,Manga,42.0,12.0,Finished,"['Drama', 'Romance']",7.44,2959.0,"['Suetsugu, Yuki']",Bessatsu Friend
Gamble Fish,15167,Manga,168.0,19.0,Finished,"['Mystery', 'Ecchi']",7.26,4612.0,"['Yamane, Kazutoshi', 'Aoyama, Hiromi']",Shounen Champion (Weekly)
GE: Good Ending,15578,Manga,158.0,16.0,Finished,"['Drama', 'Romance', 'Sports', 'Ecchi']",7.8,1160.0,"['Sasuga, Kei']",Shounen Magazine (Weekly)
Genshiken,348,Manga,127.0,21.0,Finished,"['Comedy', 'Drama', 'Slice of Life']",8.25,331.0,"['Kio, Shimoku']",Afternoon
Gin no Saji,25096,Manga,131.0,15.0,Finished,"['Award Winning', 'Comedy', 'Drama']",8.33,241.0,"['Arakawa, Hiromu']",Shounen Sunday
Girls of the Wild's,45275,Manhwa,260.0,,Finished,"['Action', 'Comedy', 'Drama', 'Romance']",7.59,2016.0,"['Kim, Hye-Jin', 'Hun']",Naver Webtoon
Glass no Megami,3093,Manga,27.0,3.0,Finished,"['Drama', 'Romance', 'Erotica']",6.7,,"['Asamori, Mizuki']",Vitaman
Gunslinger Girl,649,Manga,100.0,15.0,Finished,"['Action', 'Drama', 'Sci-Fi']",8.09,546.0,"['Aida, Yuu']",Dengeki Daioh
H2,1014,Manga,338.0,34.0,Finished,"['Comedy', 'Drama', 'Romance', 'Sports']",8.17,427.0,"['Adachi, Mitsuru']",Shounen Sunday
Hachimitsu to Clover,1009,Manga,71.0,10.0,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",8.3,282.0,"['Umino, Chika']",Young You
Hajimari no Niina,26021,Manga,22.0,4.0,Finished,['Romance'],7.98,728.0,"['Minamori, Koyomi']",Hana to Yume
HajiOtsu.,49809,Manga,33.0,5.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.37,3520.0,"['Unohana, Tsukasa']",Manga Time Kirara Forward
Hakoiri Drops,77857,Manga,85.0,6.0,Finished,"['Comedy', 'Slice of Life']",7.54,2330.0,"['Tsurusaki, Yuu']",Manga Time Kirara
Hana to Akuma,6520,Manga,58.0,10.0,Finished,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",8.32,251.0,"['Oto, Hisamu']",Hana to Yume
Hana yori Dango,877,Manga,244.0,37.0,Finished,"['Award Winning', 'Drama', 'Romance']",7.96,754.0,"['Kamio, Yoko']",Margaret
Hanatsukihime,8840,Manga,8.0,2.0,Finished,"['Fantasy', 'Romance', 'Supernatural']",7.82,1110.0,"['Hibiki, Wataru']",LaLa DX
Hapi Mari: Happy Marriage!?,12888,Manga,40.0,10.0,Finished,"['Comedy', 'Drama', 'Romance']",7.84,1047.0,"['Enjouji, Maki']",Petit Comic
Haru no Houtai Shoujo,46818,Manga,17.0,4.0,Finished,"['Drama', 'Romance', 'Supernatural']",7.15,5704.0,"['Satou, Mito']",Comic Meteor
Haru no Noroi,102060,Manga,8.0,2.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.66,1709.0,"['Konishi, Asuka']",Comic ZERO-SUM
Haruyuki Bus,6992,Manga,16.0,4.0,Finished,"['Drama', 'Romance']",7.73,1407.0,"['Usami, Maki']",Betsucomi
Hellsing: The Dawn,751,Manga,6.0,,Finished,"['Action', 'Horror', 'Supernatural']",7.52,2421.0,"['Hirano, Kouta']",Young King OURs
Hen Koi!,14491,Manga,9.0,1.0,Finished,"['Comedy', 'Romance', 'Erotica']",6.24,,"['Azuma, Tesshin']",Young Champion Retsu
Heptagon,2892,Manga,5.0,1.0,Finished,['Drama'],7.16,5569.0,"['Hijiri, Chiaki']",Chorus
Heroine Hajimemashita.,117473,Manga,17.0,4.0,Finished,"['Comedy', 'Romance']",7.32,3952.0,"['Amakura, Fuyu']",Dessert
Hetakoi,22143,Manga,61.0,10.0,Finished,"['Comedy', 'Drama', 'Romance', 'Ecchi']",7.62,1887.0,"['Nakano, Junko']",Young Jump
High-Risk Mission Therapy,109350,Manga,71.0,5.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.63,11879.0,"['Nakashima, Ayumi']",Shounen Jump+
Hitorimi Haduki-san to.,51643,Manga,14.0,2.0,Finished,"['Comedy', 'Romance']",7.15,5711.0,"['Kazama, Ayami']",Gangan Joker
Hokenshitsu no Otaku Oneesan wa Suki desu ka?,116163,Manga,22.0,2.0,Finished,['Comedy'],6.39,13848.0,"['Kawabata, Arata']",Yawaraka Spirits
Honeymoon Salad,3515,Manga,41.0,5.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.13,5998.0,"['Ninomiya, Hikaru']",Young Animal
Hoozuki no Shima,5119,Manga,30.0,4.0,Finished,"['Action', 'Drama', 'Horror', 'Mystery', 'Suspense', 'Ecchi']",6.99,7720.0,"['Sanbe, Kei']",Young Gangan
Hoshi no Samidare,10552,Manga,65.0,10.0,Finished,"['Action', 'Comedy', 'Drama', 'Supernatural']",8.41,181.0,"['Mizukami, Satoshi']",Young King OURs GH
Hoshi wa Utau,1660,Manga,66.0,11.0,Finished,"['Drama', 'Romance']",7.61,1908.0,"['Takaya, Natsuki']",Hana to Yume
Hyouryuu Kyoushitsu,970,Manga,44.0,11.0,Finished,"['Horror', 'Mystery', 'Sci-Fi']",7.45,2880.0,"['Umezu, Kazuo']",Shounen Sunday
Ibara no Ou,395,Manga,37.0,6.0,Finished,"['Action', 'Drama', 'Sci-Fi']",7.54,2306.0,"['Iwahara, Yuji']",Comic Beam
Ichigo 100%,45,Manga,167.0,19.0,Finished,"['Comedy', 'Drama', 'Romance', 'Ecchi']",7.79,1185.0,"['Kawashita, Mizuki']",Shounen Jump (Weekly)
Iinari Princess,21732,Manga,9.0,1.0,Finished,"['Comedy', 'Romance', 'Erotica']",6.36,,"['Nakata, Yumi']",Comic Candoll
Im,87006,Manga,45.0,11.0,Finished,"['Action', 'Comedy']",7.55,2249.0,"['Morishita, Makoto']",Shounen Gangan
Itoshi no Kana,1282,Manga,24.0,3.0,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.39,3308.0,"['Tanaka, Yutaka']",Doki~!
Itoshi no Karin,60889,Manga,21.0,3.0,Finished,"['Romance', 'Slice of Life']",7.6,1975.0,"['Horiizumi, Inko']",Manga Time Kirara Forward
Jackals,1673,Manga,56.0,7.0,Finished,['Action'],7.36,3582.0,"['Kim, Byung Jin', 'Murata, Shinya']",Young Gangan
Jin,11493,Manga,137.0,20.0,Finished,"['Award Winning', 'Drama', 'Supernatural']",7.83,1065.0,"['Murakami, Motoka']",Super Jump
Jitsu wa Watashi wa,57015,Manga,196.0,22.0,Finished,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",7.98,726.0,"['Masuda, Eiji']",Shounen Champion (Weekly)
JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu,1630,Manga,69.0,7.0,Finished,"['Action', 'Adventure']",8.17,424.0,"['Araki, Hirohiko']",Shounen Jump (Weekly)
Kaichou wa Maid-sama!: Marriage,103989,Manga,7.0,1.0,Finished,"['Comedy', 'Romance']",8.23,352.0,"['Fujiwara, Hiro']",LaLa DX
Kakafukaka,99155,Manga,60.0,12.0,Finished,"['Drama', 'Romance', 'Slice of Life']",6.99,7742.0,"['Ishida, Takumi']",Kiss
Kamisama Hajimemashita,8157,Manga,154.0,25.0,Finished,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",8.53,108.0,"['Suzuki, Julietta']",Hana to Yume
Kanata kara,923,Manga,57.0,14.0,Finished,"['Adventure', 'Award Winning', 'Fantasy', 'Romance']",8.36,216.0,"['Hikawa, Kyouko']",LaLa
Kanojo-tachi no Saishuu Teiri,41099,Manga,11.0,1.0,Finished,"['Romance', 'Ecchi']",5.93,15185.0,"['Ootsuki, Yuuko']",Rakuen Le Paradis
Kareshi Kanojo no Jijou,17,Manga,108.0,21.0,Finished,"['Comedy', 'Drama', 'Romance']",8.17,426.0,"['Tsuda, Masami']",LaLa
Keishichou Tokuhanka 007,11850,Manga,43.0,11.0,Finished,['Supernatural'],8.19,402.0,"['Kaji, Eiri']",Ichiraci
Kekkaishi,105,Manga,345.0,35.0,Finished,"['Action', 'Adventure', 'Award Winning', 'Supernatural']",8.0,676.0,"['Tanabe, Yellow']",Shounen Sunday
Kieli: Shisha-tachi wa Kouya ni Nemuru,3522,Manga,7.0,2.0,Finished,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",7.9,886.0,"['Kabei, Yukako', 'Teshirogi, Shiori']",Mystery Bonita
Kimi no Iru Machi,8483,Manga,270.0,27.0,Finished,"['Drama', 'Romance', 'Ecchi']",7.93,827.0,"['Seo, Kouji']",Shounen Magazine (Weekly)
Kimi wa Midara na Boku no Joou,44155,Manga,13.0,2.0,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.07,6753.0,"['Okamoto, Lynn', 'Yokoyari, Mengo']",Young Jump
Kimi wa Pet,392,Manga,82.0,14.0,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance']",8.0,686.0,"['Ogawa, Yayoi']",Kiss
Kin no Hitsuji,113409,Manga,16.0,3.0,Finished,['Slice of Life'],7.39,3373.0,"['Ozaki, Kaori']",Afternoon
Kingyosou,5029,Manga,9.0,2.0,Finished,"['Drama', 'Romance']",8.05,614.0,"['Fujitsuka, Yuki']",LaLa DX
Kiss,3916,Manga,48.0,8.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.3,4147.0,"['Matsumoto, Tomo']",LaLa
Kodama no Tani: Ouritsu Daigaku Sourangeki,22987,Manga,7.0,1.0,Finished,['Fantasy'],6.73,10790.0,"['Irie, Aki']",Fellows!
Kodomo no Omocha,18,Manga,54.0,10.0,Finished,"['Award Winning', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",8.3,278.0,"['Obana, Miho']",Ribon Magazine
Koi dano Ai dano,19980,Manga,46.0,11.0,Finished,"['Comedy', 'Romance']",8.07,579.0,"['Tsujita, Ririko']",LaLa DX
Koi ni Naranai Wake ga Nai,103428,Manga,25.0,5.0,Finished,['Romance'],7.29,4275.0,"['Yoshinaga, Yuu']",Betsucomi
Koi wa Misoji wo Sugite kara,14146,Manga,8.0,1.0,Finished,"['Comedy', 'Romance', 'Ecchi']",6.81,9883.0,"['Amazume, Ryuta']",Young King OURs GH
Koi wo Suru no ga Shigoto desu.,13883,Manga,24.0,3.0,Finished,"['Comedy', 'Romance', 'Erotica']",7.02,,"['Harumi, Chihiro']",Vitaman
Koibana Onsen,9732,Manga,72.0,9.0,Finished,"['Comedy', 'Romance', 'Ecchi']",7.15,5773.0,"['Kawatsu, Kenjirou']",Young Animal Arashi
Konyakusei,92871,Manga,20.0,3.0,Finished,['Romance'],7.43,3062.0,"['Iwa, Chika']",Margaret
Kore wa Koi no Hanashi,25046,Manga,45.0,11.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.75,1329.0,['Chika'],ARIA
Kumanishi Bijutsubu Rough Sketch-senpai,103905,Manga,25.0,2.0,Finished,"['Comedy', 'Ecchi']",7.25,4656.0,['Onio'],Bessatsu Shounen Magazine
Kuragehime,17904,Manga,93.0,17.0,Finished,"['Award Winning', 'Comedy']",8.26,311.0,"['Higashimura, Akiko']",Kiss
Kurashi no Izumi,58107,Manga,7.0,1.0,Finished,"['Romance', 'Slice of Life']",,35862.0,"['Tanikawa, Fumiko']",Young King OURs
Kurenai Ouji,10631,Manga,98.0,18.0,Finished,"['Fantasy', 'Supernatural']",7.62,1873.0,"['Kuwahara, Souta']",Shounen Gangan
Kuro-senpai to Kuroyashiki no Yami ni Mayowanai,92047,Manga,10.0,1.0,Finished,"['Horror', 'Ecchi']",6.26,14475.0,"['Magoroku', 'Aebafuchi']",Famitsu Comic Clear
Kurohyou to 16-sai,98615,Manga,44.0,11.0,Finished,"['Comedy', 'Romance']",6.8,9951.0,"['Toriumi, Pedoro']",Nakayoshi
Kuzu no Honkai,44929,Manga,60.0,9.0,Finished,"['Drama', 'Romance']",7.28,4343.0,"['Yokoyari, Mengo']",Big Gangan
Kyou kara Ore wa!!,6812,Manga,366.0,38.0,Finished,['Comedy'],8.47,141.0,"['Nishimori, Hiroyuki']",Shounen Sunday
Kyou no Yuiko-san,47617,Manga,48.0,5.0,Finished,"['Comedy', 'Romance']",7.14,5834.0,"['Hidekawa, Kenshin']",Afternoon
Love Roma,413,Manga,32.0,5.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.54,2307.0,"['Toyoda, Minoru']",Afternoon
Ludwig Gensoukyoku,50845,Manga,4.0,1.0,On Hiatus,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",7.28,4330.0,"['Yuki, Kaori']",Bessatsu Hana to Yume
Ludwig Kakumei,975,Manga,16.0,4.0,Finished,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Romance', 'Supernatural']",7.98,720.0,"['Yuki, Kaori']",Bessatsu Hana to Yume
Mademoiselle Butterfly,1895,Manga,10.0,2.0,Finished,"['Drama', 'Romance']",7.92,846.0,"['Ogura, Akane']",LaLa DX
Mahoraba,744,Manga,62.0,12.0,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.93,824.0,"['Kojima, Akira']",Gangan Wing
"Mairimashita, Senpai",103562,Manga,40.0,10.0,Finished,['Romance'],7.85,1020.0,"['Mase, Azusa']",Dessert
Mama wa Doukyuusei,15343,Manga,40.0,4.0,Finished,"['Romance', 'Ecchi']",6.51,13011.0,"['Azuma, Yuki']",Young Champion Magazine
March Story,13387,Manga,24.0,5.0,Finished,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",7.75,1325.0,"['Yang, Kyung-il', 'Kim, Hyung Min']",Sunday Gene-X
Marie no Kanaderu Ongaku,1766,Manga,17.0,2.0,Finished,"['Drama', 'Fantasy', 'Romance']",7.89,918.0,"['Furuya, Usamaru']",Comic Birz
Mayo Chiki!,21860,Manga,40.0,7.0,Finished,"['Comedy', 'Romance']",7.71,1474.0,"['Asano, Hajime', 'Neet']",Comic Alive
Meteor Methuselah,373,Manga,61.0,11.0,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",8.23,343.0,"['Ozaki, Kaori']",Wings
Midara na Ao-chan wa Benkyou ga Dekinai,94876,Manga,39.0,8.0,Finished,"['Comedy', 'Romance', 'Ecchi']",7.09,6441.0,"['Kawahara, Ren']",Shounen Magazine Edge
Midnight Secretary,3554,Manga,35.0,7.0,Finished,"['Romance', 'Supernatural', 'Ecchi']",7.59,2018.0,"['Ohmi, Tomu']",Petit Comic
Mirai Nikki,584,Manga,59.0,12.0,Finished,"['Action', 'Mystery', 'Supernatural', 'Suspense']",7.71,1463.0,"['Esuno, Sakae']",Shounen Ace
Mouryou no Yurikago,19844,Manga,41.0,6.0,Finished,"['Action', 'Drama', 'Horror', 'Mystery', 'Ecchi']",7.14,5845.0,"['Sanbe, Kei']",Young Gangan
My Heart Is Beating,35459,Manhwa,30.0,3.0,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Sports']",7.75,1335.0,"['Ha, Il-Kwon']",Naver Webtoon
My Hero!,18537,Manga,8.0,2.0,Finished,"['Comedy', 'Romance']",7.42,3114.0,"['Kumaoka, Fuyu']",Bessatsu Friend
Nana to Kaoru,5994,Manga,160.0,18.0,Finished,"['Comedy', 'Romance', 'Erotica']",7.74,,"['Amazume, Ryuta']",Young Animal
Natsu no Zenjitsu,15242,Manga,38.0,5.0,Finished,"['Drama', 'Romance', 'Slice of Life']",7.6,1969.0,"['Yoshida, Motoi']",good! Afternoon
Naze Toudouin Seiya 16-sai wa Kanojo ga Dekinai no ka?,47971,Manga,39.0,8.0,Finished,"['Comedy', 'Romance']",6.63,11905.0,"['Uchino, Shuya', 'Mogi, Kanta']",Shounen Rival
Ne Ne Ne,99931,Manga,7.0,1.0,Finished,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",7.43,3066.0,"['Hagiwara, Daisuke', 'Otousan']",Shounen Gangan
Nekomori-kun no Himitsu no Tobira,33275,One-shot,1.0,,Finished,['Romance'],7.38,3470.0,"['Tsutsumi, Kakeru']",Hana to Yume
Nozoki Ana,21419,Manga,117.0,13.0,Finished,"['Drama', 'Romance', 'Erotica']",7.94,,"['Honna, Wakou']",Mobile Man
Nude Model,107834,One-shot,1.0,,Finished,['Romance'],7.03,7229.0,"['Yamaguchi, Tsubasa']",good! Afternoon
Oboreru Knife,10330,Manga,64.0,17.0,Finished,"['Drama', 'Romance']",8.08,561.0,"['George, Asakura']",Bessatsu Friend
Ochanigosu.,6816,Manga,109.0,11.0,Finished,['Comedy'],7.32,3972.0,"['Nishimori, Hiroyuki']",Shounen Sunday
"Ohayou, Ibarahime",88639,Manga,26.0,6.0,Finished,"['Romance', 'Supernatural']",8.53,112.0,"['Morino, Megumi']",Dessert
Oishii Kankei,10517,Manga,71.0,16.0,Finished,"['Drama', 'Gourmet', 'Romance']",7.65,1739.0,"['Makimura, Satoru']",Young You
Omamori Himari,1745,Manga,75.0,12.0,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.43,3063.0,"['Matra, Milan']",Dragon Age
Onna Senshi tte Motenai n desu!,131547,Manga,34.0,3.0,Finished,"['Comedy', 'Fantasy', 'Romance']",6.65,11629.0,['Taijirou'],Palcy
Ookami to Koushinryou,3299,Manga,108.0,16.0,Finished,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",8.46,144.0,"['Koume, Keito', 'Hasekura, Isuna']",Dengeki Maoh
Oooku,4423,Manga,79.0,19.0,Finished,"['Award Winning', 'Drama']",8.05,613.0,"['Yoshinaga, Fumi']",Melody
Orange Marmalade,54897,Manhwa,66.0,8.0,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.88,933.0,"['Kang, Seok Woo']",Naver Webtoon
Orange Yane no Chiisana Ie,11180,Manga,64.0,8.0,Finished,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.79,1203.0,"['Yamahana, Noriyuki']",Business Jump
Ore ga Doutei wo Sutetara Shinu Ken ni Tsuite,41535,Manga,22.0,4.0,Finished,"['Drama', 'Mystery', 'Romance', 'Supernatural']",7.39,3365.0,"['Morita, Marita', 'Wakabayashi, Yuusuke']",Comic Meteor
Ouran Koukou Host Club,30,Manga,87.0,18.0,Finished,"['Comedy', 'Drama', 'Romance']",8.51,118.0,"['Hatori, Bisco']",LaLa
Piece,20315,Manga,21.0,10.0,Finished,"['Award Winning', 'Drama', 'Mystery', 'Romance']",7.73,1372.0,"['Ashihara, Hinako']",Betsucomi
Pinocchio,58145,Manhwa,81.0,7.0,Finished,"['Comedy', 'Romance', 'Supernatural']",7.84,1031.0,['Maru'],Daum Webtoon
Puppy Lovers,25338,Manga,49.0,3.0,Finished,"['Romance', 'Ecchi']",6.66,11569.0,"['Amazume, Ryuta']",Young King
Puzzle,63949,One-shot,1.0,,Finished,"['Drama', 'Romance']",6.79,10131.0,"['Morie, Satoshi']",The Hana to Yume
Ran to Haiiro no Sekai,22986,Manga,51.0,7.0,Finished,"['Drama', 'Fantasy', 'Romance', 'Supernatural']",8.18,417.0,"['Irie, Aki']",Fellows!
Rasetsu no Hana,3636,Manga,36.0,9.0,Finished,"['Mystery', 'Supernatural']",7.83,1058.0,"['Shiomi, Chika']",Bessatsu Hana to Yume
Rec: Kimi ga Naita Hi,34091,Manga,6.0,1.0,Finished,"['Drama', 'Romance']",7.87,960.0,"['Makino, Aoi']",Ribon Magazine
Reimei no Arcana,11896,Manga,65.0,13.0,Finished,"['Drama', 'Fantasy', 'Romance']",8.0,694.0,"['Touma, Rei']",Cheese!
ReRe Hello,49537,Manga,47.0,11.0,Finished,['Romance'],7.75,1338.0,"['Minami, Touko']",Bessatsu Margaret
Riki-Oh,3296,Manga,77.0,12.0,Finished,"['Action', 'Adventure']",6.76,10414.0,"['Saruwatari, Tetsuya', 'Takajou, Masahiko']",Business Jump
Rosario to Vampire: Prototype,26131,One-shot,1.0,,Finished,[],6.69,11203.0,"['Ikeda, Akihisa']",Shounen Jump (Monthly)
Rough,1184,Manga,119.0,12.0,Finished,"['Comedy', 'Drama', 'Romance', 'Sports']",8.05,608.0,"['Adachi, Mitsuru']",Shounen Sunday
Rurouni Kenshin Uramaku: Honoo wo Suberu,73397,Manga,8.0,1.0,Finished,['Fantasy'],7.44,2962.0,"['Watsuki, Nobuhiro', 'Kurosaki, Kaoru']",Jump SQ.
Saishuu Heiki Kanojo,773,Manga,72.0,7.0,Finished,"['Drama', 'Romance', 'Sci-Fi']",7.92,844.0,"['Takahashi, Shin']",Big Comic Spirits
Sakamichi no Apollon,28393,Manga,45.0,9.0,Finished,"['Award Winning', 'Drama', 'Romance', 'Slice of Life']",8.54,105.0,"['Kodama, Yuki']",Flowers (Monthly)
Sakamichi no Apollon: Bonus Track,47022,Manga,5.0,1.0,Finished,"['Drama', 'Romance', 'Slice of Life']",8.33,240.0,"['Kodama, Yuki']",Flowers (Monthly)
Sakamoto desu ga?,48649,Manga,27.0,4.0,Finished,['Comedy'],7.76,1278.0,"['Sano, Nami']",Fellows!
Sakura Discord,85793,Manga,44.0,5.0,Finished,"['Comedy', 'Drama', 'Romance']",7.28,4359.0,"['Masuda, Eiji']",Shounen Champion (Weekly)
Sakuranbo Syndrome - Cupid no Itazura II,18992,Manga,98.0,11.0,Finished,"['Drama', 'Romance']",7.59,2035.0,"['Kitazaki, Taku']",Young Sunday (Weekly)
Sarashi Asobi,16034,Manga,8.0,2.0,Finished,"['Romance', 'Supernatural']",7.89,923.0,"['Tobina, Touya']",The Hana to Yume
Saruyama!,1398,Manga,33.0,8.0,Finished,['Romance'],7.58,2066.0,"['Akira, Shouko']",Betsucomi
Savage Garden,12633,Manhwa,29.0,7.0,Finished,['Drama'],7.78,1240.0,"['Lee, Hyeon-Sook']",Issue
Saver,514,Manhwa,55.0,17.0,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",7.95,773.0,"['Lee, Eun-Young']",Issue
Sorairo Flutter,104004,Manga,23.0,3.0,Finished,"['Drama', 'Romance']",7.12,6141.0,"['Hashii, Koma', 'Okura']",Gangan Joker
Mahou Sensei Negima!,15,Manga,355.0,38.0,Finished,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",7.95,778.0,"['Akamatsu, Ken']",Shounen Magazine (Weekly)
Kimi wa Tsukiyo ni Hikarikagayaku,114852,Manga,11.0,2.0,Finished,"['Drama', 'Romance']",7.85,1024.0,"['Matsuse, Daichi', 'Sano, Tetsuya']",Da Vinci
Darling in the FranXX,111512,Manga,60.0,8.0,Finished,"['Sci-Fi', 'Ecchi']",7.53,2366.0,"['Yabuki, Kentarou', 'Code:000']",Shounen Jump+
Flying Witch,46258,Manga,,,Publishing,"['Comedy', 'Slice of Life', 'Supernatural']",7.86,1002.0,"['Ishizuka, Chihiro']",Bessatsu Shounen Magazine
Higurashi no Naku Koro ni: Onisarashi-hen,1264,Manga,8.0,2.0,Finished,"['Drama', 'Horror', 'Mystery']",7.84,1041.0,"['Kito, En', 'Ryukishi07']",Comp Ace
Velvet Kiss,22638,Manga,32.0,4.0,Finished,"['Drama', 'Romance', 'Erotica']",7.25,,"['Harumi, Chihiro']",Vitaman
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,96371,Manga,,,Publishing,"['Comedy', 'Romance']",7.24,4727.0,"['Kinugasa, Shougo', 'Ichino, Yuyu']",Comic Alive
Helvetica Standard,26973,Manga,,2.0,Finished,['Comedy'],7.21,5118.0,"['Arawi, Keiichi']",Newtype
Denpa Kyoushi,32779,Manga,247.0,26.0,Finished,"['Comedy', 'Romance']",7.68,1588.0,"['Azuma, Takeshi']",Shounen Sunday
Edens Zero,114548,Manga,,,Publishing,"['Adventure', 'Fantasy']",7.13,6011.0,"['Mashima, Hiro']",Shounen Magazine (Weekly)
Hajime Love Comedy: Oga-Bebe,139260,Manga,,,Publishing,"['Comedy', 'Romance']",6.95,8188.0,"['Okiraku, Boy']",Shounen Sunday
Houkago no Goumon Shoujo,114935,Manga,176.0,12.0,Finished,"['Comedy', 'Ecchi']",6.59,12227.0,['BOKU'],Magazine pocket
Iris Zero,22044,Manga,,,Publishing,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",7.95,785.0,"['Hotaru, Takana', 'Piro, Shiki']",Comic Alive
Isekai Cheat Survival Meshi,118416,Manga,,,Publishing,"['Adventure', 'Fantasy']",6.58,12367.0,"['Akashi, Kakkaku', 'Yamada, Mojimi']",ComicWalker
Jaken-san wa Sugu Bureru,118129,Manga,110.0,11.0,Finished,"['Comedy', 'Fantasy']",7.08,6519.0,"['Tobita, Nikiichi']",MangaONE
Jigoku no Gouka de Yakare Tsuzuketa Shounen. Saikyou no Honootsukai to Natte Fukkatsu suru.,127812,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",6.66,11505.0,"['Miyagi, Morinari', 'Satou']",Magazine pocket
Joujuu Senjin!! Mushibugyou,36717,Manga,316.0,32.0,Finished,"['Action', 'Fantasy']",7.44,2952.0,"['Fukuda, Hiroshi']",Shounen Sunday
Kagakuteki ni Sonzai shiuru Creature Musume no Kansatsu Nisshi,111089,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy', 'Supernatural', 'Ecchi']",7.17,5458.0,['KAKERU'],Champion Cross
Kekkon Yubiwa Monogatari,66685,Manga,,,Publishing,"['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",7.16,5566.0,['Maybe'],Big Gangan
Kengan Omega,117580,Manga,,,Publishing,['Action'],7.94,798.0,"['Daromeon', 'Sandrovich, Yabako']",Ura Sunday
Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat,82399,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.39,3368.0,"['Ozaki, Yuusuke', 'Tomoto, Sui']",Dragon Age
Kuro no Shoukanshi,112121,Manga,,,Publishing,"['Action', 'Fantasy']",7.15,5778.0,"['Amou, Gin', 'Mayoidoufu']",Comic Gardo
Live Dungeon!,125348,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.08,6528.0,"['dy, Reitou', 'Kotori, Ryou']",Dra-Dra-Dragon Age
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,119152,Manga,,,Publishing,"['Adventure', 'Fantasy', 'Romance']",7.29,4217.0,"['Kinojou, Miya', 'Itomachi, Akine']",Comic Gardo
Majime Succubus Hiiragi-san,121155,Manga,,,Publishing,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",6.77,10266.0,['Chilt'],Shounen Jump+
Majo Taisen: 32-nin no Isai no Majo wa Koroshiau,130888,Manga,,,Publishing,"['Action', 'Supernatural']",6.86,9254.0,"['Shiozuka, Makoto', 'Kawamoto, Homura']",Comic Zenon
Megami no Caf� Terrace,133696,Manga,,,Publishing,"['Comedy', 'Romance', 'Ecchi']",7.48,2693.0,"['Seo, Kouji']",Shounen Magazine (Weekly)
Meikyuu Black Company,103001,Manga,,,Publishing,"['Comedy', 'Fantasy']",6.87,9160.0,"['Yasumura, Youhei']",MAGCOMI
Mizuki-senpai no Koi Uranai,132333,Manga,,,Publishing,"['Comedy', 'Romance']",7.25,4660.0,['Shirosawa'],Young Animal Zero
Monster Girl,70775,Manga,146.0,14.0,Finished,"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.21,5030.0,"['Funatsu, Kazuki']",Young Jump
